epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,3779.76,0.75683,0.76499,0.0087,0.78256,0.56469,0.63946,0.49088,1.02388,1.64754,0.0123,0.00136,0.00136,0.00136
146,3805.65,0.75358,0.76672,0.00867,0.75576,0.57686,0.63305,0.48843,1.03729,1.65604,0.01247,0.0013,0.0013,0.0013
147,3831.56,0.74519,0.75397,0.00861,0.72627,0.59364,0.62873,0.48219,1.03677,1.70506,0.0125,0.00124,0.00124,0.00124
148,3857.45,0.74399,0.75975,0.00836,0.73152,0.56402,0.63076,0.48844,1.0183,1.74418,0.01231,0.00118,0.00118,0.00118
149,3883.36,0.75331,0.76676,0.00862,0.77675,0.55251,0.6297,0.49032,1.02261,1.77194,0.01229,0.00112,0.00112,0.00112
150,3909.23,0.74698,0.76102,0.0086,0.72793,0.59209,0.6389,0.49917,1.03615,1.70101,0.01258,0.00106,0.00106,0.00106
151,3935.09,0.75038,0.76457,0.00867,0.75698,0.57534,0.63275,0.49556,1.03353,1.72979,0.01241,0.001,0.001,0.001
152,3961,0.74265,0.73922,0.00839,0.77111,0.56012,0.63377,0.49443,1.01808,1.75257,0.01219,0.00094,0.00094,0.00094
153,3986.82,0.73284,0.7462,0.00837,0.75496,0.57686,0.63349,0.49393,1.0253,1.71543,0.01235,0.00088,0.00088,0.00088
154,4012.69,0.74144,0.74168,0.00862,0.7768,0.5723,0.63593,0.49629,1.01626,1.71074,0.01217,0.00082,0.00082,0.00082
155,4038.56,0.74057,0.75248,0.00848,0.73637,0.59944,0.64076,0.49798,1.02775,1.69934,0.01247,0.00076,0.00076,0.00076
156,4066.31,0.54237,0.40144,0.00773,0.7683,0.57536,0.63619,0.4926,1.04596,1.67327,0.01267,0.0007,0.0007,0.0007
157,4091.88,0.52525,0.39803,0.00743,0.72854,0.59056,0.63993,0.49885,1.03295,1.6963,0.01242,0.00064,0.00064,0.00064
158,4117.47,0.52445,0.38226,0.00737,0.72908,0.59209,0.63232,0.49275,1.03645,1.70803,0.01246,0.00058,0.00058,0.00058
159,4143.05,0.51632,0.37227,0.00732,0.7185,0.60122,0.64132,0.50252,1.0259,1.70113,0.01231,0.00052,0.00052,0.00052
160,4168.67,0.51413,0.36953,0.00712,0.7424,0.59218,0.64178,0.50329,1.02375,1.69568,0.01231,0.00046,0.00046,0.00046
161,4194.22,0.51943,0.37047,0.00727,0.71467,0.60274,0.63876,0.50211,1.02619,1.70558,0.0124,0.0004,0.0004,0.0004
162,4219.8,0.51394,0.37082,0.0072,0.75768,0.57587,0.6388,0.50284,1.02663,1.70774,0.01243,0.00034,0.00034,0.00034
163,4245.4,0.51832,0.37368,0.00723,0.76663,0.56317,0.64084,0.50228,1.03037,1.71623,0.01247,0.00028,0.00028,0.00028
164,4271.04,0.51451,0.36153,0.00718,0.76212,0.57382,0.64123,0.50397,1.0314,1.72418,0.01253,0.00022,0.00022,0.00022
165,4296.62,0.51005,0.3633,0.00716,0.76413,0.57382,0.64034,0.50535,1.03149,1.72906,0.0125,0.00016,0.00016,0.00016
